user	track_id	score
ali	TRAEFOU128F932105B	0.0010018375392908314
ali	TRALIZA128F4233586	0.0010018375392908314
ali	TRANQLL128F92F5263	0.0010018375392908314
ali	TRBEFFA128F930F017	0.0010018375392908314
ali	TRAESWB128F149CB2C	0.0011535236893358387
ali	TRAHMIV128F14693DC	0.0011535236893358387
ali	TRAOPTT128F145837E	0.0011535236893358387
ali	TRAYWLI128F9300223	0.0011535236893358387
ali	TRBBYDT128F14805B4	0.0011535236893358387
ali	TRBGCLK128F4237A50	0.0011535236893358387
ali	TRBHHUC128F4294C6F	0.0011535236893358387
ali	TRACAKD128F92D5D38	0.001183332616437536
ali	TRADNZM128F9300DF3	0.001183332616437536
ali	TRADQBK128F92E8B5F	0.001183332616437536
ali	TRAEUIW12903D018F0	0.001183332616437536
ali	TRAGWKV128F92C316A	0.001183332616437536
ali	TRALQGZ128F146F500	0.001183332616437536
ali	TRANAHT128E07895F8	0.001183332616437536
ali	TRAPUWG128EF3425E7	0.001183332616437536
ali	TRAUJKJ128E078FA48	0.001183332616437536
ali	TRBAMHJ128F9302A08	0.001183332616437536
ali	TRBCUBV128F145F7E9	0.001183332616437536
ali	TRBGDQS128F9341414	0.001183332616437536
ali	TRBGRXO128F4282115	0.001183332616437536
ali	TRBIGRZ128E0792329	0.001183332616437536
ali	TRACECN128F9310E97	0.0012210139124249628
ali	TRACPZH128F9311764	0.0012210139124249628
ali	TRADXCF128EF357134	0.0012210139124249628
ali	TRAGSGF128E0780CA7	0.0012210139124249628
ali	TRAOHJU128E0780CD2	0.0012210139124249628
ali	TRBFLIP128E07897B4	0.0012210139124249628
ali	TRBBAKH128F92FA339	0.001228906239736295
ali	TRASHIP128F428FC4B	0.001251226198386582
ali	TRABOXX128F92F29EB	0.0012699039964836586
ali	TRACHKX128F934B07A	0.0012699039964836586
ali	TRAMMDO128E0781A5D	0.0012699039964836586
ali	TRAWAXV128F92E075C	0.0012699039964836586
ali	TRAAFMS128F933AB23	0.0012712701806622535
ali	TRAIPQN128F933A3AA	0.0012712701806622535
ali	TRAKRXN128F42670BE	0.0012712701806622535
ali	TRAMESI128F93509F7	0.0012712701806622535
ali	TRATWUD128F9309671	0.0012712701806622535
ali	TRAVPYY128F92CEBAB	0.0012712701806622535
ali	TRBDDMU128F9350474	0.0012712701806622535
ali	TRBDTZX128F92DFA66	0.0012712701806622535
ali	TRABNEX128F92C9DEA	0.001281440436748184
ali	TRACAXP128F14A2127	0.001281440436748184
ali	TRADSQZ128F42707D7	0.001281440436748184
ali	TRAEWVG128F428AC7F	0.001281440436748184
ali	TRAIHPX128F428081B	0.001281440436748184
ali	TRAJKXS128F42340B5	0.001281440436748184
ali	TRAMOPU128E07888FD	0.001281440436748184
ali	TRAOJZC128F14932D5	0.001281440436748184
ali	TRAQEKD128F425293D	0.001281440436748184
ali	TRARDJY128F14750EA	0.001281440436748184
ali	TRAXJHG128F427EA02	0.001281440436748184
ali	TRAZHMT12903C9D27E	0.001281440436748184
ali	TRBBJAJ128F425DA40	0.001281440436748184
ali	TRBCQLB128F9332CF4	0.001281440436748184
ali	TRBDWDQ128F1455787	0.001281440436748184
ali	TRAFYAV128F42ACA8C	0.0012936328182005824
ali	TRAKCAE128F92DACD8	0.0012936328182005824
ali	TRAOJYI128F42AD95E	0.0012936328182005824
ali	TRAYJCD128F42802B4	0.0012936328182005824
ali	TRAGKFX128F9308791	0.0014533876322114475
ali	TRBCSTN12903D13548	0.0014533876322114475
ali	TRBGKJU128E079851F	0.0014533876322114475
ali	TRBIAVU128EF3493BA	0.0014533876322114475
ali	TRAKCXY128F92D6D9E	0.0014744894491571638
ali	TRAACER128F4290F96	0.0014850414794407105
ali	TRARVEY128F9300AC3	0.0014850414794407105
ali	TRATCDG128F932B4D2	0.0014850414794407105
ali	TRATWYC12903CE60D6	0.0014850414794407105
ali	TRADRHX12903CCD1DF	0.0015917431571780794
ali	TRAJMZL12903CA4807	0.0015917431571780794
ali	TRBGGWQ128F42A88CF	0.0015917431571780794
ali	TRAADMH128F9343E59	0.0015979135237505675
ali	TRABYAR128F931B1A4	0.0015979135237505675
